Game,GameInfo,Date_x,AwayTeam,AwayScore,HomeTeam,HomeScore,HomeResult,Date_y,Away Team,Away Team Odds,Away Team Decimal Odds,Away Team Implied Probability,Away Probability,Home Probability,Home Team Implied Probability,Home Team Decimal Odds,Home Team Odds,Home Team
"2024-02-05 - COL 1, NYR 2","2024-02-05 - COL, NYR",2024-02-05,COL,1,NYR,2,Won,2024-02-05,COL,-110.0,1.91,0.52,0.4467564917373017,0.5532435082626982,0.52,1.91,-110.0,NYR
"2024-02-05 - NYI 3, TOR 2","2024-02-05 - NYI, TOR",2024-02-05,NYI,3,TOR,2,Lost,2024-02-05,NYI,135.0,2.35,0.43,0.4526927200926794,0.5473072799073205,0.62,1.62,-160.0,TOR
"2024-02-06 - CGY 4, BOS 1","2024-02-06 - CGY, BOS",2024-02-06,CGY,4,BOS,1,Lost,2024-02-06,CGY,155.0,2.55,0.39,0.4500220216299546,0.5499779783700455,0.65,1.53,-190.0,BOS
"2024-02-06 - DAL 2, BUF 1","2024-02-06 - DAL, BUF",2024-02-06,DAL,2,BUF,1,Lost,2024-02-06,DAL,-155.0,1.65,0.61,0.456307291869256,0.5436927081307441,0.44,2.25,125.0,BUF
"2024-02-06 - VAN 3, CAR 2","2024-02-06 - VAN, CAR",2024-02-06,VAN,3,CAR,2,Lost,2024-02-06,VAN,120.0,2.2,0.45,0.4382773908896478,0.5617226091103521,0.59,1.69,-145.0,CAR
"2024-02-06 - PHI 2, FLA 1","2024-02-06 - PHI, FLA",2024-02-06,PHI,2,FLA,1,Lost,2024-02-06,PHI,170.0,2.7,0.37,0.446950011767048,0.553049988232952,0.68,1.48,-210.0,FLA
"2024-02-06 - COL 3, NJ 5","2024-02-06 - COL, NJ",2024-02-06,COL,3,NJ,5,Won,2024-02-06,COL,-120.0,1.83,0.55,0.4652495425850935,0.5347504574149065,0.5,2.0,100.0,NJ
"2024-02-06 - WPG 0, PIT 3","2024-02-06 - WPG, PIT",2024-02-06,WPG,0,PIT,3,Won,2024-02-06,WPG,-105.0,1.95,0.51,0.4606685829821474,0.5393314170178527,0.53,1.87,-115.0,PIT
"2024-02-06 - MTL 5, WSH 2","2024-02-06 - MTL, WSH",2024-02-06,MTL,5,WSH,2,Lost,2024-02-06,MTL,125.0,2.25,0.44,0.4421401488838345,0.5578598511161653,0.61,1.65,-155.0,WSH
"2024-02-06 - EDM 1, VGK 3","2024-02-06 - EDM, VGK",2024-02-06,EDM,1,VGK,3,Won,2024-02-06,EDM,-145.0,1.69,0.59,0.4670937720216242,0.532906227978376,0.45,2.2,120.0,VGK
"2024-02-07 - TB 1, NYR 3","2024-02-07 - TB, NYR",2024-02-07,TB,1,NYR,3,Won,2024-02-07,TB,105.0,2.05,0.49,0.4694020713946417,0.5305979286053583,0.56,1.8,-125.0,NYR
"2024-02-07 - DAL 4, TOR 5","2024-02-07 - DAL, TOR",2024-02-07,DAL,4,TOR,5,Won,2024-02-07,DAL,110.0,2.1,0.48,0.435628142213348,0.564371857786652,0.57,1.74,-135.0,TOR
"2024-02-07 - MIN 2, CHI 1","2024-02-07 - MIN, CHI",2024-02-07,MIN,2,CHI,1,Lost,2024-02-07,MIN,-210.0,1.48,0.68,0.4613424596225193,0.5386575403774806,0.37,2.7,170.0,CHI
"2024-02-08 - VAN 0, BOS 4","2024-02-08 - VAN, BOS",2024-02-08,VAN,0,BOS,4,Won,2024-02-08,VAN,110.0,2.1,0.48,0.3936683026705214,0.6063316973294784,0.57,1.74,-135.0,BOS
"2024-02-08 - WSH 2, FLA 4","2024-02-08 - WSH, FLA",2024-02-08,WSH,2,FLA,4,Won,2024-02-08,WSH,220.0,3.2,0.31,0.4352650679697628,0.5647349320302373,0.74,1.36,-275.0,FLA
"2024-02-08 - CGY 5, NJ 3","2024-02-08 - CGY, NJ",2024-02-08,CGY,5,NJ,3,Lost,2024-02-08,CGY,110.0,2.1,0.48,0.4688738131744596,0.5311261868255402,0.57,1.74,-135.0,NJ
"2024-02-08 - WPG 1, PHI 4","2024-02-08 - WPG, PHI",2024-02-08,WPG,1,PHI,4,Won,2024-02-08,WPG,-125.0,1.8,0.56,0.4509137953425653,0.5490862046574347,0.49,2.05,105.0,PHI
"2024-02-08 - TB 2, NYI 6","2024-02-08 - TB, NYI",2024-02-08,TB,2,NYI,6,Won,2024-02-08,TB,120.0,2.2,0.45,0.4788674723884588,0.5211325276115412,0.59,1.69,-145.0,NYI
"2024-02-08 - COL 2, CAR 5","2024-02-08 - COL, CAR",2024-02-08,COL,2,CAR,5,Won,2024-02-08,COL,110.0,2.1,0.48,0.4519184320954845,0.5480815679045156,0.57,1.74,-135.0,CAR
"2024-02-08 - VGK 3, ARI 2","2024-02-08 - VGK, ARI",2024-02-08,VGK,3,ARI,2,Lost,2024-02-08,VGK,-135.0,1.74,0.57,0.4481129612716318,0.5518870387283683,0.48,2.1,110.0,ARI
"2024-02-09 - PIT 2, MIN 3","2024-02-09 - PIT, MIN",2024-02-09,PIT,2,MIN,3,Won,2024-02-09,PIT,-115.0,1.87,0.53,0.5,0.5,0.51,1.95,-105.0,MIN
"2024-02-09 - NYR 4, CHI 3","2024-02-09 - NYR, CHI",2024-02-09,NYR,4,CHI,3,Lost,2024-02-09,NYR,-300.0,1.33,0.75,0.5365757248265113,0.4634242751734886,0.3,3.3,230.0,CHI
"2024-02-09 - EDM 5, ANA 3","2024-02-09 - EDM, ANA",2024-02-09,EDM,5,ANA,3,Lost,2024-02-09,EDM,-275.0,1.36,0.74,0.5,0.5,0.31,3.25,225.0,ANA
"2024-02-10 - STL 3, BUF 1","2024-02-10 - STL, BUF",2024-02-10,STL,3,BUF,1,Lost,2024-02-10,STL,,,,0.432378302,0.5676216978642961,0.62,1.61,-165.0,BUF
"2024-02-10 - VAN 3, DET 4","2024-02-10 - VAN, DET",2024-02-10,VAN,3,DET,4,Won,2024-02-10,VAN,-140.0,1.71,0.58,0.5,0.5,0.47,2.15,115.0,DET
"2024-02-10 - DAL 3, MTL 2","2024-02-10 - DAL, MTL",2024-02-10,DAL,3,MTL,2,Lost,2024-02-10,DAL,-225.0,1.44,0.69,0.4910404314799837,0.5089595685200163,0.36,2.8,180.0,MTL
"2024-02-10 - CGY 5, NYI 2","2024-02-10 - CGY, NYI",2024-02-10,CGY,5,NYI,2,Lost,2024-02-10,CGY,-105.0,1.95,0.51,0.459396664245529,0.5406033357544711,0.53,1.87,-115.0,NYI
"2024-02-10 - WSH 3, BOS 0","2024-02-10 - WSH, BOS",2024-02-10,WSH,3,BOS,0,Lost,2024-02-10,WSH,220.0,3.2,0.31,0.418813453,0.5811865473228689,0.74,1.36,-275.0,BOS
"2024-02-10 - COL 0, FLA 4","2024-02-10 - COL, FLA",2024-02-10,COL,0,FLA,4,Won,2024-02-10,COL,110.0,2.1,0.48,0.4272010776131666,0.5727989223868333,0.57,1.74,-135.0,FLA
"2024-02-10 - NJ 0, CAR 1","2024-02-10 - NJ, CAR",2024-02-10,NJ,0,CAR,1,Won,2024-02-10,NJ,135.0,2.35,0.43,0.442159994,0.5578400055374431,0.62,1.62,-160.0,CAR
"2024-02-10 - TB 4, CBJ 2","2024-02-10 - TB, CBJ",2024-02-10,TB,4,CBJ,2,Lost,2024-02-10,TB,-175.0,1.57,0.64,0.4776361772040287,0.5223638227959713,0.41,2.45,145.0,CBJ
"2024-02-10 - TOR 3, OTT 5","2024-02-10 - TOR, OTT",2024-02-10,TOR,3,OTT,5,Won,2024-02-10,TOR,-135.0,1.74,0.57,0.433630899,0.5663691011524641,0.48,2.1,110.0,OTT
"2024-02-10 - SEA 2, PHI 3","2024-02-10 - SEA, PHI",2024-02-10,SEA,2,PHI,3,Won,2024-02-10,SEA,-110.0,1.91,0.52,0.4428387784051978,0.5571612215948023,0.52,1.91,-110.0,PHI
"2024-02-10 - PIT 1, WPG 2","2024-02-10 - PIT, WPG",2024-02-10,PIT,1,WPG,2,Won,2024-02-10,PIT,125.0,2.25,0.44,0.4744983693687716,0.5255016306312283,0.61,1.65,-155.0,WPG
"2024-02-10 - ARI 4, NSH 5","2024-02-10 - ARI, NSH",2024-02-10,ARI,4,NSH,5,Won,2024-02-10,ARI,120.0,2.2,0.45,0.4092352332614567,0.5907647667385433,0.59,1.69,-145.0,NSH
"2024-02-10 - EDM 0, LA 4","2024-02-10 - EDM, LA",2024-02-10,EDM,0,LA,4,Won,2024-02-10,EDM,-125.0,1.8,0.56,0.4538158600315883,0.5461841399684115,0.49,2.05,105.0,LA
"2024-02-12 - SEA 1, NJ 3","2024-02-12 - SEA, NJ",2024-02-12,SEA,1,NJ,3,Won,2024-02-12,SEA,110.0,2.1,0.48,0.4723746633705818,0.527625337,0.57,1.74,-135.0,NJ
"2024-02-12 - CGY 0, NYR 2","2024-02-12 - CGY, NYR",2024-02-12,CGY,0,NYR,2,Won,2024-02-12,CGY,140.0,2.4,0.42,0.4577440593908944,0.5422559406091054,0.62,1.61,-165.0,NYR
"2024-02-12 - ARI 3, PHI 5","2024-02-12 - ARI, PHI",2024-02-12,ARI,3,PHI,5,Won,2024-02-12,ARI,125.0,2.25,0.44,0.3963308074258514,0.6036691925741486,0.6,1.67,-150.0,PHI
"2024-02-12 - MIN 5, VGK 3","2024-02-12 - MIN, VGK",2024-02-12,MIN,5,VGK,3,Lost,2024-02-12,MIN,120.0,2.2,0.45,0.5,0.5,0.59,1.69,-145.0,VGK
"2024-02-14 - FLA 5, PIT 2","2024-02-14 - FLA, PIT",2024-02-14,FLA,5,PIT,2,Lost,2024-02-14,FLA,-135.0,1.74,0.57,0.4694601973958409,0.5305398026041591,0.47,2.15,115.0,PIT
"2024-02-14 - SJ 0, WPG 1","2024-02-14 - SJ, WPG",2024-02-14,SJ,0,WPG,1,Won,2024-02-14,SJ,340.0,4.4,0.23,0.4501909955329735,0.5498090044670266,0.82,1.22,-450.0,WPG
"2024-02-14 - MIN 3, ARI 1","2024-02-14 - MIN, ARI",2024-02-14,MIN,3,ARI,1,Lost,2024-02-14,MIN,-115.0,1.87,0.53,0.5,0.5,0.51,1.95,-105.0,ARI
"2024-02-15 - SEA 4, BOS 1","2024-02-15 - SEA, BOS",2024-02-15,SEA,4,BOS,1,Lost,2024-02-15,SEA,155.0,2.55,0.39,0.4390872705308827,0.5609127294691174,0.65,1.53,-190.0,BOS
"2024-02-15 - FLA 4, BUF 0","2024-02-15 - FLA, BUF",2024-02-15,FLA,4,BUF,0,Lost,2024-02-15,FLA,-155.0,1.65,0.61,0.4629912112913586,0.5370087887086412,0.44,2.25,125.0,BUF
"2024-02-15 - LA 2, NJ 1","2024-02-15 - LA, NJ",2024-02-15,LA,2,NJ,1,Lost,2024-02-15,LA,-110.0,1.91,0.52,0.4251939514734245,0.5748060485265756,0.52,1.91,-110.0,NJ
"2024-02-15 - MTL 4, NYR 7","2024-02-15 - MTL, NYR",2024-02-15,MTL,4,NYR,7,Won,2024-02-15,MTL,200.0,3.0,0.33,0.3918185395129159,0.6081814604870841,0.71,1.4,-250.0,NYR
"2024-02-15 - ANA 5, OTT 1","2024-02-15 - ANA, OTT",2024-02-15,ANA,5,OTT,1,Lost,2024-02-15,ANA,185.0,2.85,0.35,0.4063025086025988,0.5936974913974011,0.69,1.44,-225.0,OTT
"2024-02-15 - COL 3, TB 6","2024-02-15 - COL, TB",2024-02-15,COL,3,TB,6,Won,2024-02-15,COL,105.0,2.05,0.49,0.4173960396831531,0.5826039603168469,0.56,1.8,-125.0,TB
"2024-02-15 - PHI 3, TOR 4","2024-02-15 - PHI, TOR",2024-02-15,PHI,3,TOR,4,Won,2024-02-15,PHI,125.0,2.25,0.44,0.4733753291894428,0.5266246708105571,0.61,1.65,-155.0,TOR
"2024-02-15 - EDM 3, STL 6","2024-02-15 - EDM, STL",2024-02-15,EDM,3,STL,6,Won,2024-02-15,EDM,-225.0,1.44,0.69,0.5261731523664697,0.4738268476335301,,,,STL
"2024-02-15 - PIT 4, CHI 1","2024-02-15 - PIT, CHI",2024-02-15,PIT,4,CHI,1,Lost,2024-02-15,PIT,-200.0,1.5,0.67,0.5236894617481174,0.4763105382518826,0.38,2.65,165.0,CHI
"2024-02-15 - SJ 6, CGY 3","2024-02-15 - SJ, CGY",2024-02-15,SJ,6,CGY,3,Lost,2024-02-15,SJ,260.0,3.6,0.28,0.4167555697311687,0.5832444302688312,0.78,1.29,-350.0,CGY
"2024-02-15 - DAL 9, NSH 2","2024-02-15 - DAL, NSH",2024-02-15,DAL,9,NSH,2,Lost,2024-02-15,DAL,-155.0,1.65,0.61,0.4308779293150334,0.5691220706849668,0.44,2.25,125.0,NSH
"2024-02-15 - DET 1, VAN 4","2024-02-15 - DET, VAN",2024-02-15,DET,1,VAN,4,Won,2024-02-15,DET,150.0,2.5,0.4,0.3917556595477098,0.6082443404522903,0.65,1.54,-185.0,VAN
"2024-02-16 - CAR 5, ARI 1","2024-02-16 - CAR, ARI",2024-02-16,CAR,5,ARI,1,Lost,2024-02-16,CAR,-225.0,1.44,0.69,0.5080506105624714,0.4919493894375286,0.36,2.8,180.0,ARI
"2024-02-19 - ANA 4, BUF 3","2024-02-19 - ANA, BUF",2024-02-19,ANA,4,BUF,3,Lost,2024-02-19,ANA,165.0,2.65,0.38,0.3991383883531575,0.6008616116468424,0.67,1.5,-200.0,BUF
"2024-02-19 - DAL 3, BOS 4","2024-02-19 - DAL, BOS",2024-02-19,DAL,3,BOS,4,Won,2024-02-19,DAL,110.0,2.1,0.48,0.4625987999703558,0.5374012000296441,0.57,1.74,-135.0,BOS
"2024-02-19 - TOR 4, STL 2","2024-02-19 - TOR, STL",2024-02-19,TOR,4,STL,2,Lost,2024-02-19,TOR,-155.0,1.65,0.61,0.5424620970932943,0.4575379029067058,,,,STL
"2024-02-19 - VAN 7, MIN 10","2024-02-19 - VAN, MIN",2024-02-19,VAN,7,MIN,10,Won,2024-02-19,VAN,-130.0,1.77,0.56,0.5368244555700769,0.463175544429923,0.48,2.1,110.0,MIN
"2024-02-19 - DET 4, SEA 3","2024-02-19 - DET, SEA",2024-02-19,DET,4,SEA,3,Lost,2024-02-19,DET,110.0,2.1,0.48,0.4299089544358158,0.5700910455641843,0.57,1.74,-135.0,SEA
"2024-02-19 - EDM 6, ARI 3","2024-02-19 - EDM, ARI",2024-02-19,EDM,6,ARI,3,Lost,2024-02-19,EDM,-275.0,1.36,0.74,0.5687396529214301,0.4312603470785697,0.31,3.2,220.0,ARI
"2024-02-19 - WPG 3, CGY 6","2024-02-19 - WPG, CGY",2024-02-19,WPG,3,CGY,6,Won,2024-02-19,WPG,-130.0,1.77,0.56,0.4805576114013389,0.5194423885986611,0.48,2.1,110.0,CGY
"2024-02-19 - VGK 4, SJ 0","2024-02-19 - VGK, SJ",2024-02-19,VGK,4,SJ,0,Lost,2024-02-19,VGK,-275.0,1.36,0.74,0.4942622219880245,0.5057377780119754,0.31,3.2,220.0,SJ
"2024-02-19 - CHI 3, CAR 6","2024-02-19 - CHI, CAR",2024-02-19,CHI,3,CAR,6,Won,2024-02-19,CHI,340.0,4.4,0.23,0.4480498710995241,0.5519501289004759,0.82,1.22,-450.0,CAR
"2024-02-19 - OTT 4, TB 2","2024-02-19 - OTT, TB",2024-02-19,OTT,4,TB,2,Lost,2024-02-19,OTT,135.0,2.35,0.43,0.4703844423094962,0.5296155576905038,0.62,1.61,-165.0,TB
"2024-02-20 - OTT 2, FLA 3","2024-02-20 - OTT, FLA",2024-02-20,OTT,2,FLA,3,Won,2024-02-20,OTT,220.0,3.2,0.31,0.4349287191969833,0.5650712808030168,0.74,1.36,-275.0,FLA
"2024-02-20 - DAL 1, NYR 3","2024-02-20 - DAL, NYR",2024-02-20,DAL,1,NYR,3,Won,2024-02-20,DAL,115.0,2.15,0.47,0.434633961458881,0.565366038541119,0.57,1.74,-135.0,NYR
"2024-02-20 - NYI 5, PIT 4","2024-02-20 - NYI, PIT",2024-02-20,NYI,5,PIT,4,Lost,2024-02-20,NYI,105.0,2.05,0.49,0.4694218208622002,0.5305781791377998,0.56,1.8,-125.0,PIT
"2024-02-20 - NJ 2, WSH 6","2024-02-20 - NJ, WSH",2024-02-20,NJ,2,WSH,6,Won,2024-02-20,NJ,-175.0,1.57,0.64,0.4450537575997631,0.5549462424002367,0.41,2.45,145.0,WSH
"2024-02-20 - MIN 3, WPG 6","2024-02-20 - MIN, WPG",2024-02-20,MIN,3,WPG,6,Won,2024-02-20,MIN,125.0,2.25,0.44,0.4311603422928451,0.5688396577071549,0.6,1.67,-150.0,WPG
"2024-02-20 - VAN 1, COL 3","2024-02-20 - VAN, COL",2024-02-20,VAN,1,COL,3,Won,2024-02-20,VAN,120.0,2.2,0.45,0.5189511887324791,0.481048811267521,0.59,1.69,-145.0,COL
"2024-02-20 - NSH 5, VGK 3","2024-02-20 - NSH, VGK",2024-02-20,NSH,5,VGK,3,Lost,2024-02-20,NSH,120.0,2.2,0.45,0.5198109774429155,0.4801890225570847,0.59,1.69,-145.0,VGK
"2024-02-20 - CBJ 1, LA 5","2024-02-20 - CBJ, LA",2024-02-20,CBJ,1,LA,5,Won,2024-02-20,CBJ,200.0,3.0,0.33,0.4642963384848924,0.5357036615151073,0.71,1.4,-250.0,LA
"2024-02-20 - CBJ 1, LA 5","2024-02-20 - CBJ, LA",2024-02-20,CBJ,1,LA,5,Won,2024-02-20,CBJ,105.0,2.05,0.49,0.4642963384848924,0.5357036615151073,0.71,1.4,-250.0,LA
"2024-02-21 - BUF 3, MTL 2","2024-02-21 - BUF, MTL",2024-02-21,BUF,3,MTL,2,Lost,2024-02-21,BUF,-150.0,1.67,0.6,0.5324302307196821,0.467569769280318,0.44,2.25,125.0,MTL
"2024-02-21 - PHI 3, CHI 1","2024-02-21 - PHI, CHI",2024-02-21,PHI,3,CHI,1,Lost,2024-02-21,PHI,-250.0,1.4,0.71,0.5270572569899137,0.4729427430100863,0.33,3.0,200.0,CHI
"2024-02-21 - CBJ 7, ANA 4","2024-02-21 - CBJ, ANA",2024-02-21,CBJ,7,ANA,4,Lost,2024-02-21,CBJ,-110.0,1.91,0.52,0.5155951485252018,0.4844048514747983,0.52,1.91,-110.0,ANA
"2024-02-21 - TOR 6, ARI 3","2024-02-21 - TOR, ARI",2024-02-21,TOR,6,ARI,3,Lost,2024-02-21,TOR,-185.0,1.54,0.65,0.5252867923846057,0.4747132076153944,0.4,2.5,150.0,ARI
"2024-02-21 - BOS 6, EDM 5","2024-02-21 - BOS, EDM",2024-02-21,BOS,6,EDM,5,Lost,2024-02-21,BOS,115.0,2.15,0.47,0.3859983055066606,0.6140016944933395,0.57,1.74,-135.0,EDM
"2024-02-22 - FLA 0, CAR 1","2024-02-22 - FLA, CAR",2024-02-22,FLA,0,CAR,1,Won,2024-02-22,FLA,-105.0,1.95,0.51,0.4514555534875376,0.5485444465124623,0.53,1.87,-115.0,CAR
"2024-02-22 - COL 1, DET 2","2024-02-22 - COL, DET",2024-02-22,COL,1,DET,2,Won,2024-02-22,COL,-135.0,1.74,0.57,0.4895610623869461,0.510438937613054,0.47,2.15,115.0,DET
"2024-02-22 - NYR 5, NJ 1","2024-02-22 - NYR, NJ",2024-02-22,NYR,5,NJ,1,Lost,2024-02-22,NYR,-110.0,1.91,0.52,0.4331594257708915,0.5668405742291085,0.52,1.91,-110.0,NJ
"2024-02-22 - DAL 1, OTT 4","2024-02-22 - DAL, OTT",2024-02-22,DAL,1,OTT,4,Won,2024-02-22,DAL,-165.0,1.61,0.62,0.4412404042634475,0.5587595957365523,0.42,2.4,140.0,OTT
"2024-02-22 - MTL 1, PIT 4","2024-02-22 - MTL, PIT",2024-02-22,MTL,1,PIT,4,Won,2024-02-22,MTL,220.0,3.2,0.31,0.3939881186652822,0.6060118813347178,0.74,1.36,-275.0,PIT
"2024-02-22 - WSH 5, TB 3","2024-02-22 - WSH, TB",2024-02-22,WSH,5,TB,3,Lost,2024-02-22,WSH,165.0,2.65,0.38,0.4244883249977036,0.5755116750022963,0.67,1.5,-200.0,TB
"2024-02-22 - NYI 0, STL 4","2024-02-22 - NYI, STL",2024-02-22,NYI,0,STL,4,Won,2024-02-22,NYI,-125.0,1.8,0.56,0.5,0.5,,,,STL
"2024-02-22 - BOS 2, CGY 3","2024-02-22 - BOS, CGY",2024-02-22,BOS,2,CGY,3,Won,2024-02-22,BOS,-125.0,1.8,0.56,0.4301885535922915,0.5698114464077083,0.49,2.05,105.0,CGY
"2024-02-22 - VAN 2, SEA 5","2024-02-22 - VAN, SEA",2024-02-22,VAN,2,SEA,5,Won,2024-02-22,VAN,-135.0,1.74,0.57,0.5141313851571783,0.4858686148428218,0.47,2.15,115.0,SEA
"2024-02-22 - TOR 7, VGK 3","2024-02-22 - TOR, VGK",2024-02-22,TOR,7,VGK,3,Lost,2024-02-22,TOR,-115.0,1.87,0.53,0.5259377088460974,0.4740622911539024,0.51,1.95,-105.0,VGK
"2024-02-22 - NSH 4, LA 1","2024-02-22 - NSH, LA",2024-02-22,NSH,4,LA,1,Lost,2024-02-22,NSH,125.0,2.25,0.44,0.4547200279277791,0.5452799720722209,0.6,1.67,-150.0,LA
"2024-02-23 - BUF 2, CBJ 1","2024-02-23 - BUF, CBJ",2024-02-23,BUF,2,CBJ,1,Lost,2024-02-23,BUF,-155.0,1.65,0.61,0.4573237527792313,0.5426762472207688,0.43,2.3,130.0,CBJ
"2024-02-23 - WPG 3, CHI 2","2024-02-23 - WPG, CHI",2024-02-23,WPG,3,CHI,2,Lost,2024-02-23,WPG,-275.0,1.36,0.74,0.5430630997063282,0.4569369002936721,0.31,3.2,220.0,CHI
"2024-02-23 - MIN 4, EDM 2","2024-02-23 - MIN, EDM",2024-02-23,MIN,4,EDM,2,Lost,2024-02-23,MIN,150.0,2.5,0.4,0.4187793498571208,0.5812206501428792,0.65,1.54,-185.0,EDM
"2024-02-25 - TB 4, NJ 1","2024-02-25 - TB, NJ",2024-02-25,TB,4,NJ,1,Lost,2024-02-25,TB,120.0,2.2,0.45,0.4160714749324022,0.5839285250675977,0.59,1.69,-145.0,NJ
"2024-02-25 - PHI 6, PIT 7","2024-02-25 - PHI, PIT",2024-02-25,PHI,6,PIT,7,Won,2024-02-25,PHI,145.0,2.45,0.41,0.458298279846082,0.5417017201539182,0.64,1.57,-175.0,PIT
"2024-02-25 - CAR 2, BUF 3","2024-02-25 - CAR, BUF",2024-02-25,CAR,2,BUF,3,Won,2024-02-25,CAR,-135.0,1.74,0.57,0.4804411031766793,0.5195588968233205,0.47,2.15,115.0,BUF
"2024-02-25 - NYR 2, CBJ 4","2024-02-25 - NYR, CBJ",2024-02-25,NYR,2,CBJ,4,Won,2024-02-25,NYR,-175.0,1.57,0.64,0.4049908146539975,0.5950091853460024,0.41,2.45,145.0,CBJ
"2024-02-25 - DET 3, CHI 2","2024-02-25 - DET, CHI",2024-02-25,DET,3,CHI,2,Lost,2024-02-25,DET,-175.0,1.57,0.64,0.4740652186632668,0.5259347813367331,0.41,2.45,145.0,CHI
"2024-02-25 - ARI 3, WPG 4","2024-02-25 - ARI, WPG",2024-02-25,ARI,3,WPG,4,Won,2024-02-25,ARI,200.0,3.0,0.33,0.3959410298302757,0.6040589701697244,0.71,1.4,-250.0,WPG
"2024-02-25 - NSH 4, ANA 2","2024-02-25 - NSH, ANA",2024-02-25,NSH,4,ANA,2,Lost,2024-02-25,NSH,-165.0,1.61,0.62,0.5170504546871054,0.4829495453128945,0.42,2.4,140.0,ANA
"2024-02-26 - OTT 3, WSH 6","2024-02-26 - OTT, WSH",2024-02-26,OTT,3,WSH,6,Won,2024-02-26,OTT,-140.0,1.71,0.58,0.4611558237547613,0.5388441762452385,0.45,2.2,120.0,WSH
"2024-02-26 - NYI 3, DAL 2","2024-02-26 - NYI, DAL",2024-02-26,NYI,3,DAL,2,Lost,2024-02-26,NYI,135.0,2.35,0.43,0.4648288748143527,0.5351711251856471,0.62,1.61,-165.0,DAL
"2024-02-26 - LA 2, EDM 4","2024-02-26 - LA, EDM",2024-02-26,LA,2,EDM,4,Won,2024-02-26,LA,130.0,2.3,0.43,0.4234892777131596,0.5765107222868403,0.61,1.65,-155.0,EDM
"2024-02-26 - BOS 3, SEA 4","2024-02-26 - BOS, SEA",2024-02-26,BOS,3,SEA,4,Won,2024-02-26,BOS,-145.0,1.69,0.59,0.4564727365755665,0.5435272634244335,0.45,2.2,120.0,SEA
"2024-02-27 - WSH 3, DET 8","2024-02-27 - WSH, DET",2024-02-27,WSH,3,DET,8,Won,2024-02-27,WSH,145.0,2.45,0.41,0.4532920778207311,0.5467079221792688,0.64,1.57,-175.0,DET
"2024-02-27 - BUF 2, FLA 3","2024-02-27 - BUF, FLA",2024-02-27,BUF,2,FLA,3,Won,2024-02-27,BUF,180.0,2.8,0.36,0.4523801712075466,0.5476198287924534,0.69,1.44,-225.0,FLA
"2024-02-27 - ARI 2, MTL 4","2024-02-27 - ARI, MTL",2024-02-27,ARI,2,MTL,4,Won,2024-02-27,ARI,-110.0,1.91,0.52,0.3806366310157107,0.6193633689842892,0.52,1.91,-110.0,MTL
"2024-02-27 - TB 2, PHI 6","2024-02-27 - TB, PHI",2024-02-27,TB,2,PHI,6,Won,2024-02-27,TB,-130.0,1.77,0.56,0.4321323522854399,0.56786764771456,0.48,2.1,110.0,PHI
"2024-02-27 - VGK 6, TOR 2","2024-02-27 - VGK, TOR",2024-02-27,VGK,6,TOR,2,Lost,2024-02-27,VGK,140.0,2.4,0.42,0.4075981318156678,0.5924018681843322,0.62,1.61,-165.0,TOR
"2024-02-27 - CAR 3, MIN 2","2024-02-27 - CAR, MIN",2024-02-27,CAR,3,MIN,2,Lost,2024-02-27,CAR,-140.0,1.71,0.58,0.4776877386559471,0.522312261344053,0.47,2.15,115.0,MIN
"2024-02-27 - OTT 1, NSH 4","2024-02-27 - OTT, NSH",2024-02-27,OTT,1,NSH,4,Won,2024-02-27,OTT,115.0,2.15,0.47,0.4510829490092631,0.548917050990737,0.58,1.71,-140.0,NSH
"2024-02-27 - STL 2, WPG 4","2024-02-27 - STL, WPG",2024-02-27,STL,2,WPG,4,Won,2024-02-27,STL,,,,0.407843109488418,0.592156890511582,0.65,1.53,-190.0,WPG
"2024-02-27 - LA 2, CGY 4","2024-02-27 - LA, CGY",2024-02-27,LA,2,CGY,4,Won,2024-02-27,LA,-105.0,1.95,0.51,0.4738496604002261,0.5261503395997738,0.53,1.87,-115.0,CGY
"2024-02-27 - DAL 1, COL 5","2024-02-27 - DAL, COL",2024-02-27,DAL,1,COL,5,Won,2024-02-27,DAL,110.0,2.1,0.48,0.4592167549528855,0.5407832450471144,0.57,1.74,-135.0,COL
"2024-02-27 - PIT 4, VAN 3","2024-02-27 - PIT, VAN",2024-02-27,PIT,4,VAN,3,Lost,2024-02-27,PIT,130.0,2.3,0.43,0.5,0.5,0.61,1.65,-155.0,VAN
"2024-02-27 - NJ 7, SJ 2","2024-02-27 - NJ, SJ",2024-02-27,NJ,7,SJ,2,Lost,2024-02-27,NJ,-250.0,1.4,0.71,0.5,0.5,0.34,2.95,195.0,SJ
"2024-02-28 - CBJ 1, NYR 4","2024-02-28 - CBJ, NYR",2024-02-28,CBJ,1,NYR,4,Won,2024-02-28,CBJ,200.0,3.0,0.33,0.4783542732178253,0.5216457267821747,0.71,1.4,-250.0,NYR
"2024-02-28 - STL 2, EDM 3","2024-02-28 - STL, EDM",2024-02-28,STL,2,EDM,3,Won,2024-02-28,STL,,,,0.3856793026672383,0.6143206973327616,0.74,1.36,-275.0,EDM
"2024-02-29 - VGK 4, BOS 5","2024-02-29 - VGK, BOS",2024-02-29,VGK,4,BOS,5,Won,2024-02-29,VGK,135.0,2.35,0.43,0.4097105200011003,0.5902894799988996,0.62,1.62,-160.0,BOS
